"Month","Tmin","Tmax","CP"
10,-15,-7,1.74249774922364e-07
10,-15,-6,9.27924770211394e-07
10,-15,-5,4.88991527157554e-06
10,-15,-4,2.54609894918176e-05
10,-15,-3,0.000130818497587838
10,-15,-2,0.000662242727604541
10,-15,-1,0.00329140863054021
10,-15,0,0.0158429441487242
10,-15,1,0.0696868002536951
10,-15,2,0.229934961381962
10,-15,3,0.435209681291823
10,-15,4,0.454873959541869
10,-15,5,0.500307776025151
10,-15,6,0.51444167172425
10,-15,7,0.530097126404992
10,-15,8,0.513431567432141
10,-15,9,0.522552186770694
10,-15,10,0.543543375448075
10,-15,11,0.550789274211985
10,-15,12,0.539120204309456
10,-15,13,0.530651403441601
10,-15,14,0.516189649993704
10,-15,15,0.485593780878028
10,-15,16,0.509049497952489
10,-15,17,0.516163024268577
10,-15,18,0.522720830258953
10,-15,19,0.47074915760295
10,-15,20,0.416056928059325
10,-15,21,0.337653553440422
10,-15,22,0.259714251639354
10,-15,23,0
10,-15,24,0
10,-15,25,0
10,-15,26,0
10,-15,27,0
10,-15,28,0
10,-15,29,0
10,-15,30,0
10,-14,-14,4.8318827791989e-12
10,-14,-13,1.3362201763832e-11
10,-14,-12,5.22793388314585e-11
10,-14,-11,2.47719589001664e-10
10,-14,-10,1.26897029473192e-09
10,-14,-9,6.6914720785109e-09
10,-14,-8,3.55432880678821e-08
10,-14,-7,1.88619117503612e-07
10,-14,-6,9.95209060326103e-07
10,-14,-5,5.20533763259912e-06
10,-14,-4,2.69336054581343e-05
10,-14,-3,0.000137640465858871
10,-14,-2,0.000693497901748602
10,-14,-1,0.00343221519856244
10,-14,0,0.0164544979210887
10,-14,1,0.0720551407986276
10,-14,2,0.236508373297112
10,-14,3,0.445962406563919
10,-14,4,0.468511107787486
10,-14,5,0.49461390071785
10,-14,6,0.532262867931368
10,-14,7,0.525535510414658
10,-14,8,0.526140175154167
10,-14,9,0.548002620753333
10,-14,10,0.573935884016559
10,-14,11,0.579751352359754
10,-14,12,0.540636052201559
10,-14,13,0.551111285150613
10,-14,14,0.529925870156932
10,-14,15,0.514571179919838
10,-14,16,0.520394842238209
10,-14,17,0.536940736879898
10,-14,18,0.507619540987608
10,-14,19,0.441656673303539
10,-14,20,0.369359470585277
10,-14,21,0.317862580246709
10,-14,22,0.294951808553906
10,-14,23,0
10,-14,24,0
10,-14,25,0
10,-14,26,0
10,-14,27,0
10,-14,28,0
10,-14,29,0
10,-14,30,0
10,-13,-13,3.09009235629033e-11
10,-13,-12,8.45218953305075e-11
10,-13,-11,3.25947087112471e-10
10,-13,-10,1.51620834883208e-09
10,-13,-9,7.62588290989404e-09
10,-13,-8,3.94679369855024e-08
10,-13,-7,2.05975811740256e-07
10,-13,-6,1.07382788141121e-06
10,-13,-5,5.56476687220268e-06
10,-13,-4,2.85782918647939e-05
10,-13,-3,0.000145132693075228
10,-13,-2,0.00072733118967605
10,-13,-1,0.00358269958114314
10,-13,0,0.0171003961865297
10,-13,1,0.0745269086507963
10,-13,2,0.243303777984054
10,-13,3,0.456846637952842
10,-13,4,0.482677253901903
10,-13,5,0.500886741613909
10,-13,6,0.547999729265532
10,-13,7,0.536823577871304
10,-13,8,0.552509619092067
10,-13,9,0.568965780406613
10,-13,10,0.574782892464215
10,-13,11,0.568047871482288
10,-13,12,0.566317727153723
10,-13,13,0.526828068483051
10,-13,14,0.526341409571011
10,-13,15,0.550387190931197
10,-13,16,0.546842105425902
10,-13,17,0.552488727590849
10,-13,18,0.482528301530293
10,-13,19,0.440325435528126
10,-13,20,0.400843638807739
10,-13,21,0.313716591915563
10,-13,22,0.254271144142509
10,-13,23,0
10,-13,24,0
10,-13,25,0
10,-13,26,0
10,-13,27,0
10,-13,28,0
10,-13,29,0
10,-13,30,0
10,-12,-12,1.93676667672958e-10
10,-12,-11,5.24119693335399e-10
10,-12,-10,1.98668095956879e-09
10,-12,-9,9.07475811682202e-09
10,-12,-8,4.48277564018081e-08
10,-12,-7,2.27938173847368e-07
10,-12,-6,1.16856524901366e-06
10,-12,-5,5.98333084148918e-06
10,-12,-4,3.04446505890118e-05
10,-12,-3,0.000153459969367005
10,-12,-2,0.000764286994683609
10,-12,-1,0.00374461166379778
10,-12,0,0.0177858583742235
10,-12,1,0.0771146214800442
10,-12,2,0.250340307116265
10,-12,3,0.467919033728535
10,-12,4,0.497294307489052
10,-12,5,0.508306345235825
10,-12,6,0.562215425522454
10,-12,7,0.548929668716457
10,-12,8,0.556055656372268
10,-12,9,0.577538533733884
10,-12,10,0.569745159730052
10,-12,11,0.584655897847689
10,-12,12,0.555885552686748
10,-12,13,0.541489055667465
10,-12,14,0.552398447444252
10,-12,15,0.555041287762043
10,-12,16,0.566473223745893
10,-12,17,0.520247374147088
10,-12,18,0.475691844110731
10,-12,19,0.453177719548502
10,-12,20,0.387233138016163
10,-12,21,0.32895816201267
10,-12,22,0.240773348006706
10,-12,23,0
10,-12,24,0
10,-12,25,0
10,-12,26,0
10,-12,27,0
10,-12,28,0
10,-12,29,0
10,-12,30,0
10,-11,-11,1.18963471935187e-09
10,-11,-10,3.17957791644812e-09
10,-11,-9,1.18499576021445e-08
10,-11,-8,5.31651446897692e-08
10,-11,-7,2.57958182465721e-07
10,-11,-6,1.28833333663985e-06
10,-11,-5,6.48658155371805e-06
10,-11,-4,3.26109601739697e-05
10,-11,-3,0.000162870767888029
10,-11,-2,0.000805163194140893
10,-11,-1,0.0039204815737342
10,-11,0,0.0185184529181136
10,-11,1,0.0798371984387552
10,-11,2,0.257661839341139
10,-11,3,0.478836382424703
10,-11,4,0.513193629445085
10,-11,5,0.518464859985895
10,-11,6,0.569159774964507
10,-11,7,0.579244141491075
10,-11,8,0.570889857686992
10,-11,9,0.589822908192017
10,-11,10,0.581207408507653
10,-11,11,0.569677987370509
10,-11,12,0.585494665444663
10,-11,13,0.565746014361474
10,-11,14,0.567600451504383
10,-11,15,0.576380612907658
10,-11,16,0.563627237579119
10,-11,17,0.521261885771085
10,-11,18,0.476801194231014
10,-11,19,0.44904910950216
10,-11,20,0.374913344638274
10,-11,21,0.337189236137034
10,-11,22,0.278455053211979
10,-11,23,0.0322680163521094
10,-11,24,0
10,-11,25,0
10,-11,26,0
10,-11,27,0
10,-11,28,0
10,-11,29,0
10,-11,30,0
10,-10,-10,7.1529479990829e-09
10,-10,-9,1.88780104121895e-08
10,-10,-8,6.91764250775171e-08
10,-10,-7,3.04796028353415e-07
10,-10,-6,1.4522638924902e-06
10,-10,-5,7.12252942198263e-06
10,-10,-4,3.52107917448427e-05
10,-10,-3,0.000173762029767066
10,-10,-2,0.00085118126864774
10,-10,-1,0.00411409300586719
10,-10,0,0.0193095972590729
10,-10,1,0.0827308375811639
10,-10,2,0.265428083161418
10,-10,3,0.489594329068448
10,-10,4,0.528325420287226
10,-10,5,0.528993009187849
10,-10,6,0.590658446359143
10,-10,7,0.562039783057655
10,-10,8,0.599991713859712
10,-10,9,0.621168537707728
10,-10,10,0.60335319676322
10,-10,11,0.603470616906082
10,-10,12,0.608379437335775
10,-10,13,0.590329838506207
10,-10,14,0.575970331747694
10,-10,15,0.579389759958941
10,-10,16,0.527257809984267
10,-10,17,0.534498484501355
10,-10,18,0.472807610359593
10,-10,19,0.444548789243803
10,-10,20,0.37721980800905
10,-10,21,0.383758776530385
10,-10,22,0.29540238915826
10,-10,23,0.0323079789055506
10,-10,24,0
10,-10,25,0
10,-10,26,0
10,-10,27,0
10,-10,28,0
10,-10,29,0
10,-10,30,0
10,-9,-9,4.20859278810597e-08
10,-9,-8,1.09662855238638e-07
10,-9,-7,3.95038893088349e-07
10,-9,-6,1.7089917660953e-06
10,-9,-5,7.9948583975292e-06
10,-9,-4,3.84976886019792e-05
10,-9,-3,0.000186820566431567
10,-9,-2,0.000904357615816996
10,-9,-1,0.00433143078977738
10,-9,0,0.0201795348622877
10,-9,1,0.0858810100101535
10,-9,2,0.2739183680475
10,-9,3,0.50180416190933
10,-9,4,0.543227247246923
10,-9,5,0.540322689453193
10,-9,6,0.61424078200246
10,-9,7,0.561840420636392
10,-9,8,0.623562935861031
10,-9,9,0.622558708767747
10,-9,10,0.60878757711544
10,-9,11,0.602614079022711
10,-9,12,0.610797983606011
10,-9,13,0.608488280299736
10,-9,14,0.593451926704342
10,-9,15,0.573278484403621
10,-9,16,0.540477887582051
10,-9,17,0.514607906411036
10,-9,18,0.486030538246792
10,-9,19,0.452204587636278
10,-9,20,0.422607288771767
10,-9,21,0.426489177099117
10,-9,22,0.393223265123836
10,-9,23,0.0647132409176515
10,-9,24,0
10,-9,25,0
10,-9,26,0
10,-9,27,0
10,-9,28,0
10,-9,29,0
10,-9,30,0
10,-8,-8,2.42105941186902e-07
10,-8,-7,6.22855005820844e-07
10,-8,-6,2.20578175960406e-06
10,-8,-5,9.36814291761424e-06
10,-8,-4,4.30228472136886e-05
10,-8,-3,0.000203372124295801
10,-8,-2,0.000968378702574335
10,-8,-1,0.00458315673092295
10,-8,0,0.0211662136277028
10,-8,1,0.0894105090682513
10,-8,2,0.282452972137952
10,-8,3,0.513753717075805
10,-8,4,0.558178756096261
10,-8,5,0.558546479375379
10,-8,6,0.602859900870418
10,-8,7,0.581762133275309
10,-8,8,0.639196594484947
10,-8,9,0.606634977519505
10,-8,10,0.60312737410226
10,-8,11,0.611275402593903
10,-8,12,0.636554267488309
10,-8,13,0.617933455329543
10,-8,14,0.581830213289475
10,-8,15,0.577567963504455
10,-8,16,0.57597605005002
10,-8,17,0.523272427621701
10,-8,18,0.497587580093707
10,-8,19,0.45522751892312
10,-8,20,0.465406600536658
10,-8,21,0.452638071538328
10,-8,22,0.396710103366832
10,-8,23,0.0970189398449556
10,-8,24,0
10,-8,25,0
10,-8,26,0
10,-8,27,0
10,-8,28,0
10,-8,29,0
10,-8,30,0
10,-7,-7,1.36175516794908e-06
10,-7,-6,3.45853186868131e-06
10,-7,-5,1.20380000084938e-05
10,-7,-4,5.0196494838413e-05
10,-7,-3,0.000226344647261932
10,-7,-2,0.00105030563878518
10,-7,-1,0.00488848620651614
10,-7,0,0.0223235834467265
10,-7,1,0.0933764752449025
10,-7,2,0.292277572114191
10,-7,3,0.525953640342484
10,-7,4,0.569332541126506
10,-7,5,0.58430997524242
10,-7,6,0.606582547115716
10,-7,7,0.614328611796041
10,-7,8,0.660760664947026
10,-7,9,0.604503824465368
10,-7,10,0.620971140006956
10,-7,11,0.653839307216229
10,-7,12,0.651092610206411
10,-7,13,0.632473475507315
10,-7,14,0.575670150663128
10,-7,15,0.588382935627066
10,-7,16,0.577910556379486
10,-7,17,0.509318324740639
10,-7,18,0.501367904001405
10,-7,19,0.498940864272028
10,-7,20,0.483323585912565
10,-7,21,0.431456771651786
10,-7,22,0.446599266742704
10,-7,23,0.127342347777126
10,-7,24,0
10,-7,25,0
10,-7,26,0
10,-7,27,0
10,-7,28,0
10,-7,29,0
10,-7,30,0
10,-6,-6,7.48245387201568e-06
10,-6,-5,1.87656009309409e-05
10,-6,-4,6.42306456711775e-05
10,-6,-3,0.000263072040857267
10,-6,-2,0.00116471421859845
10,-6,-1,0.00528100706702903
10,-6,0,0.0237179922116883
10,-6,1,0.0978481887481867
10,-6,2,0.302809261429549
10,-6,3,0.537158061110817
10,-6,4,0.576759165285884
10,-6,5,0.602324660452842
10,-6,6,0.607133909454618
10,-6,7,0.640296973640097
10,-6,8,0.643000844983316
10,-6,9,0.620499910379537
10,-6,10,0.647035455517019
10,-6,11,0.672297970829384
10,-6,12,0.642188654680587
10,-6,13,0.596728218966124
10,-6,14,0.577005668817815
10,-6,15,0.559207467986384
10,-6,16,0.559149380295915
10,-6,17,0.553002730318545
10,-6,18,0.540979168486975
10,-6,19,0.51403193264799
10,-6,20,0.465611995392031
10,-6,21,0.434001656114249
10,-6,22,0.485229996484004
10,-6,23,0.128336355113548
10,-6,24,0
10,-6,25,0
10,-6,26,0
10,-6,27,0
10,-6,28,0
10,-6,29,0
10,-6,30,0
10,-5,-5,4.01687485410733e-05
10,-5,-4,9.95229940754608e-05
10,-5,-3,0.000335139529322288
10,-5,-2,0.00134790803261282
10,-5,-1,0.00582941403414255
10,-5,0,0.0254814255408656
10,-5,1,0.103004117921961
10,-5,2,0.314340920169181
10,-5,3,0.546808746589616
10,-5,4,0.587836436700999
10,-5,5,0.640775939100724
10,-5,6,0.619804980505713
10,-5,7,0.652877943406078
10,-5,8,0.647069922171104
10,-5,9,0.631860515198973
10,-5,10,0.680928859440809
10,-5,11,0.661988474749368
10,-5,12,0.640284808067851
10,-5,13,0.636647282977325
10,-5,14,0.628987125686136
10,-5,15,0.580181133521742
10,-5,16,0.587393781109354
10,-5,17,0.589651924117407
10,-5,18,0.543995517035663
10,-5,19,0.474292818064419
10,-5,20,0.433828520434318
10,-5,21,0.386141666768302
10,-5,22,0.462852233122571
10,-5,23,0.16141468213811
10,-5,24,0
10,-5,25,0
10,-5,26,0
10,-5,27,0
10,-5,28,0
10,-5,29,0
10,-5,30,0
10,-4,-4,0.000210688648809307
10,-4,-3,0.000515829137956606
10,-4,-2,0.00170805760408747
10,-4,-1,0.00671100000617124
10,-4,0,0.0279361749097414
10,-4,1,0.109665250429403
10,-4,2,0.327585334737976
10,-4,3,0.554958314738116
10,-4,4,0.597895365625948
10,-4,5,0.630985235981638
10,-4,6,0.624103796191941
10,-4,7,0.671231994274293
10,-4,8,0.633589729407297
10,-4,9,0.677162878572774
10,-4,10,0.695913890012008
10,-4,11,0.663569035608003
10,-4,12,0.652494951684988
10,-4,13,0.628537456451062
10,-4,14,0.631207789224838
10,-4,15,0.628566153650309
10,-4,16,0.613671375465719
10,-4,17,0.573746375710749
10,-4,18,0.538400731365666
10,-4,19,0.492605897969153
10,-4,20,0.451471930461386
10,-4,21,0.389232534115393
10,-4,22,0.398479096510437
10,-4,23,0.194325390365227
10,-4,24,0
10,-4,25,0
10,-4,26,0
10,-4,27,0
10,-4,28,0
10,-4,29,0
10,-4,30,0
10,-3,-3,0.00107945512526319
10,-3,-2,0.00260931321415403
10,-3,-1,0.00845150408876489
10,-3,0,0.0319036519993146
10,-3,1,0.118884872696981
10,-3,2,0.343736344466106
10,-3,3,0.559199321893649
10,-3,4,0.607687091730587
10,-3,5,0.639227456274036
10,-3,6,0.656459384956468
10,-3,7,0.671651544956899
10,-3,8,0.652666979099081
10,-3,9,0.701510648519735
10,-3,10,0.664177197134549
10,-3,11,0.665301939906992
10,-3,12,0.683960924458328
10,-3,13,0.661735766266286
10,-3,14,0.667693242557927
10,-3,15,0.614082699659906
10,-3,16,0.582495850131231
10,-3,17,0.54342279244085
10,-3,18,0.512358396505233
10,-3,19,0.493130985974464
10,-3,20,0.424499566548184
10,-3,21,0.37316538668519
10,-3,22,0.328542796874753
10,-3,23,0.1946261590103
10,-3,24,0
10,-3,25,0
10,-3,26,0
10,-3,27,0
10,-3,28,0
10,-3,29,0
10,-3,30,0
10,-2,-2,0.00538830265312239
10,-2,-1,0.0127833478181435
10,-2,0,0.0397225843775091
10,-2,1,0.13356638683255
10,-2,2,0.365083438380889
10,-2,3,0.566404996436999
10,-2,4,0.601382396743623
10,-2,5,0.610176945533203
10,-2,6,0.664818809219135
10,-2,7,0.645436341698311
10,-2,8,0.700564408604557
10,-2,9,0.679831826573914
10,-2,10,0.661856566783432
10,-2,11,0.676281785530559
10,-2,12,0.691049906214101
10,-2,13,0.69208678711099
10,-2,14,0.595640183724002
10,-2,15,0.596167955442479
10,-2,16,0.497746632892091
10,-2,17,0.553795512145033
10,-2,18,0.52511067168711
10,-2,19,0.484795520613328
10,-2,20,0.426518101698572
10,-2,21,0.393654001240262
10,-2,22,0.366253386981954
10,-2,23,0.194754424361341
10,-2,24,0
10,-2,25,0
10,-2,26,0
10,-2,27,0
10,-2,28,0
10,-2,29,0
10,-2,30,0
10,-1,-1,0.0258196998989195
10,-1,0,0.0587049212638129
10,-1,1,0.161403523494177
10,-1,2,0.396661525540862
10,-1,3,0.5804925746496
10,-1,4,0.616567325243747
10,-1,5,0.638380158276953
10,-1,6,0.669569462034855
10,-1,7,0.685341788017919
10,-1,8,0.695229797225369
10,-1,9,0.663943843282227
10,-1,10,0.699081494862803
10,-1,11,0.711725305300762
10,-1,12,0.706488071022006
10,-1,13,0.655925638241179
10,-1,14,0.641864574469397
10,-1,15,0.603609230699269
10,-1,16,0.613725689465848
10,-1,17,0.538910183815717
10,-1,18,0.510054854324425
10,-1,19,0.456766345400334
10,-1,20,0.448815847987017
10,-1,21,0.419554560911433
10,-1,22,0.402508880698028
10,-1,23,0.162102653832879
10,-1,24,0
10,-1,25,0
10,-1,26,0
10,-1,27,0
10,-1,28,0
10,-1,29,0
10,-1,30,0
10,0,0,0.111545869587366
10,0,1,0.222876162439508
10,0,2,0.449824218521875
10,0,3,0.593349021790219
10,0,4,0.649450219635564
10,0,5,0.671445550763064
10,0,6,0.67384337692638
10,0,7,0.721396159062769
10,0,8,0.660231062734018
10,0,9,0.694446448741275
10,0,10,0.719163803575638
10,0,11,0.712525824345385
10,0,12,0.677680469689311
10,0,13,0.652540248079804
10,0,14,0.64149954604064
10,0,15,0.625061881622976
10,0,16,0.585630856962969
10,0,17,0.53745169819721
10,0,18,0.565227575203931
10,0,19,0.522065183200505
10,0,20,0.424977697648961
10,0,21,0.365273847750158
10,0,22,0.452618135886512
10,0,23,0.129754537090639
10,0,24,0
10,0,25,0
10,0,26,0
10,0,27,0
10,0,28,0
10,0,29,0
10,0,30,0
10,1,1,0.359080028334666
10,1,2,0.544824293786361
10,1,3,0.613697263708541
10,1,4,0.658035021514563
10,1,5,0.71906594166057
10,1,6,0.695920736206529
10,1,7,0.706430800009517
10,1,8,0.723106649819061
10,1,9,0.757055038815769
10,1,10,0.694161747830641
10,1,11,0.713190703065146
10,1,12,0.684794738885571
10,1,13,0.675519121968748
10,1,14,0.675236593037571
10,1,15,0.653089180408558
10,1,16,0.621803267976179
10,1,17,0.349922958887618
10,1,18,0.530468015715982
10,1,19,0.413580930895187
10,1,20,0.392227272165608
10,1,21,0.345180803901345
10,1,22,0.445353370511125
10,1,23,0.0971342160005291
10,1,24,0
10,1,25,0
10,1,26,0
10,1,27,0
10,1,28,0
10,1,29,0
10,1,30,0
10,2,2,0.625165569797551
10,2,3,0.63383779087864
10,2,4,0.668233618712607
10,2,5,0.745508708687751
10,2,6,0.74226268327336
10,2,7,0.758985854592576
10,2,8,0.727643627873077
10,2,9,0.768063754512172
10,2,10,0.75894986533794
10,2,11,0.757336546060001
10,2,12,0.719476069460602
10,2,13,0.713337989171667
10,2,14,0.697387252852163
10,2,15,0.557122175915316
10,2,16,0.599312225264427
10,2,17,0.539196557344338
10,2,18,0.31981106830705
10,2,19,0.29306792455733
10,2,20,0.390628086755552
10,2,21,0.386211750239944
10,2,22,0.419056769712605
10,2,23,0.0323083432206719
10,2,24,0
10,2,25,0
10,2,26,0
10,2,27,0
10,2,28,0
10,2,29,0
10,2,30,0
10,3,3,0.648565775962529
10,3,4,0.684210348128722
10,3,5,0.757895768941792
10,3,6,0.75677505445335
10,3,7,0.775896583058369
10,3,8,0.74382262102146
10,3,9,0.736846981016777
10,3,10,0.72802765617655
10,3,11,0.714796172376675
10,3,12,0.692336974326246
10,3,13,0.658030535130151
10,3,14,0.628927033822684
10,3,15,0.595396119018631
10,3,16,0.552725106127908
10,3,17,0.498311086504217
10,3,18,0.403033688533279
10,3,19,0.281349294705529
10,3,20,0.179170419298007
10,3,21,0.319253085936741
10,3,22,0.323155569699388
10,3,23,0
10,3,24,0
10,3,25,0
10,3,26,0
10,3,27,0
10,3,28,0
10,3,29,0
10,3,30,0
10,4,4,0.717979987529154
10,4,5,0.764659863225856
10,4,6,0.765559500037339
10,4,7,0.769164385892252
10,4,8,0.750129554326173
10,4,9,0.749650387983622
10,4,10,0.745999874151284
10,4,11,0.730567790428674
10,4,12,0.720037162447572
10,4,13,0.702596796171577
10,4,14,0.677181941530642
10,4,15,0.644998146748195
10,4,16,0.60621232030423
10,4,17,0.624194080604569
10,4,18,0.605710943590253
10,4,19,0.55812534148006
10,4,20,0.483309340044289
10,4,21,0.410574816001528
10,4,22,0.194049844416932
10,4,23,0
10,4,24,0
10,4,25,0
10,4,26,0
10,4,27,0
10,4,28,0
10,4,29,0
10,4,30,0
10,5,5,0.785131768723257
10,5,6,0.797997999621882
10,5,7,0.810557247234552
10,5,8,0.821120727339375
10,5,9,0.801624006000652
10,5,10,0.798362347264225
10,5,11,0.79879075244966
10,5,12,0.789430628498351
